Date,Headline
2022-03-30,"Sensex up 740 points , handy ends nearly 17 , 500 on Ukraine - Russia peace talks - Naveen Bharat : Breaking News , Get Today News , Latest News , India Top News"
2022-03-30,"Barometers close near day high ; Nifty ends below 17 , 500 mark"
2022-03-30,"Sensex jumps 740 pts , Nifty ends near 17 , 500 mark ; Bajaj twins rally"
2022-03-30,Sensex gains more than 700 points ; 5 factors driving the market rally
2022-03-30,"Share Market updates : Sensex zooms 740 points , Nifty nears 17 , 500 ; Bajaj twins , M & M top gainers"
2022-03-30,"Equity indices open in green , Sensex jumps 440 points"
2022-03-30,"Share Market Today 30th March 2022 Sensex Zoom By 400 Points In Morning Trade | तेजीची लाट ; सेन्सेक्स ४०० अंकांनी वाढला , गुंतवणूकदारांची एक लाख कोटींची कमाई"
2022-03-30,"Share Market LIVE : Sensex zooms 675 points , Nifty nears 17 , 500 ; Airtel , Bajaj Finance , Nestle top gainers"
2022-03-30,"Share Market LIVE : Sensex rises 350 points , Nifty crosses 17 , 400 ; Airtel , Bajaj Finance , Nestle top gainers"
2022-03-30,"Stock Market India : Sensex Surges Over 400 Points On Positive Global Cues , Nifty Trades Above 17 , 450"
2022-03-30,Stock Market today : Asia shares join global rally after Ukraine - Russia talks
2022-03-30,LIC IPO DATE DETAILS SIZE When to expect launch
2022-03-30,"Share Market Today | Sensex , Nifty , BSE , NSE , Share Prices , Stock Market News Live Updates | सेंसेक्स 532 पॉइंट की बढ़त के साथ करीब 58400 के ऊपर पहुंचा , निफ्टी 17450 के पार ; ऑटो और बैंकिंग सेक्टर में तेजी"
2022-03-30,"Share Market LIVE : Sensex zooms 600 points , Nifty nears 17 , 500 ; Airtel , Bajaj Finance , Nestle top gainers"
2022-03-30,"Stock Market LIVE Updates : Nifty50 tests 17 , 500 , Sensex soars 700 pts boosted by financial , auto , IT shares"
2022-03-30,"Sensex , Nifty open higher on Ukraine hopes - The Hindu BusinessLine"
2022-03-31,"शेयर बाजार में तेजी पर लगा ब्रेक , सेंसेक्स निफ्टी गिरावट में"
2022-03-31,Best performance in 6 months : Sensex jumps over 4 % in March amid Ukraine war ; ends FY22 with 18 % gains
2022-03-31,"Colgate - Palmolive ( India ) Ltd spurts 0 . 48 %, gains for five straight sessions"
2022-03-31,"Stock Market Closed On Red Mark Sensex Slips 115 Points Nifty Below 17500 - Stock Market Closed : शुरुआती तेजी से फिसला बाजार , सेंसेक्स 115 अंक फिसला , निफ्टी 17500 के नीचे बंद"
2022-03-31,nifty : Market Watch : Are investors wary of entering D - St at current levels ?
2022-03-31,"Market ends with modest losses ; Nifty closes below 17 , 500 level"
2022-03-31,"Market ends with small losses ; Nifty settles below 17 , 500"
2022-03-31,"Sensex closes lower after three sessions , closes FY22 with over 18 % gains"
2022-03-31,"Share Market updates : Sensex falls 115 pts , Nifty ends below 17 , 500 ; RIL , Wipro , Dr Reddy top losers"
2022-03-31,"Sensex , Nifty decline due to profit taking , close FY22 with over 18 % gains"
2022-03-31,Dabur India Ltd rises for third consecutive session
2022-03-31,"Amid strong bullish grip , the Nifty jumped 17 , 400"
2022-03-31,"Saregama India Ltd spurts 5 %, gains for third straight session"
2022-03-31,"Market LIVE : Sensex , Nifty to open in green on monthly F & O expiry ; Ind - Ra , Icra trim India FY23 GDP forecast"
2022-03-31,Stock Recommendations : 5 Large Cap Stocks That May Give Returns of up to 34 %
2022-03-31,"Share Market LIVE : Sensex rises 100 pts , Nifty crosses 17500 ; Axis Bank , Asian Paints , M & M top gainers"
2022-03-31,Rupee advacnes 23 paise to 75 . 67 against US dollar in early trade
2022-03-31,Markets : Peace hopes give Sensex a 740 - point lift
2022-03-31,"Share Market LIVE : Sensex rises 82 pts , Nifty above 17 , 500 ; M & M , Bajaj Finance , HUL top gainers"
2022-03-31,Rupee surges 23 paise to 75 . 67 against US dollar in early trade
2022-03-31,"Share Market LIVE : Sensex falls 137 pts , Nifty below 17 , 500 ; RIL , Wipro , Dr Reddy top losers"
2022-03-31,"Equity indices open in green , Sensex up by 17 points"
2022-03-31,Rupee surges 23 paise to 75 . 67 against U . S . dollar in early trade
2022-03-31,"Sensex , Nifty to open higher ; Axis Bank , Hero MotoCorp , NTPC , Tata Steel shares in focus"
2022-04-01,Simply Put : The basics of MPC - The Hindu BusinessLine
2022-04-01,"Pardubické novinky - Domácí - Obchody mezi Ruskem a Indií v národních měnách , dolar je mimo"
2022-04-01,"RBI policy preview : RBI focussed on growth , seen lagging on inflation fight"
2022-04-01,"Olomoucké novinky - Domácí - Obchody mezi Ruskem a Indií v národních měnách , dolar je mimo"
2022-04-01,"Moravskoslezské novinky - Domácí - Obchody mezi Ruskem a Indií v národních měnách , dolar je mimo"
2022-04-01,RBI likely to maintain easy policy with focus on growth - The Hindu BusinessLine
2022-04-01,"Plzeňské novinky - Domácí - Obchody mezi Ruskem a Indií v národních měnách , dolar je mimo"
2022-04-01,"RBI focused on growth , seen lagging on inflation fight"
2022-04-01,"Equity indices start fiscal FY23 in green , Sensex up over 700 pts"
2022-04-01,Top 10 things to know before the market opens today
2022-04-01,BSE M - cap rises Rs 3 . 81 lakh cr on first session of FY23
2022-04-01,आठवडाअखेर निवडक शेअरची लक्षणीय मूल्य हालचाल ; सोमवारीही या स्वस्त स्टॉककडे लक्ष असू द्या - watch out for these low price stocks on monday
2022-04-01,"Nifty , Sensex Make A Strong Upmove – Weekly closing report"
2022-04-01,Market Watch : Market Watch : What was behind today D - St rally | The Economic Times Podcast
2022-04-01,"नए वित्त वर्ष के पहले दिन बाजार की शानदार शुरुआत , सेंसेक्स 708 अंक उछला"
2022-04-01,"कोरोना से युद्ध तक सब कुछ झेल गया शेयर बाजार , जानिए निवेशकों के लिए कैसे रहे 2022 के पहले 3 माह ?"
2022-04-01,"Sensex , Nifty close higher in first sesson of FY23 ; banking , oil & gas shares lead gains"
2022-04-01,Steel Strips Wheels hits 5 % upper circuit on record March sales
2022-04-01,"RBI focused on growth , likely to keep rates unchanged on April 8 : Analysts"
2022-04-01,"India central bank focussed on growth , seen lagging on inflation fight"
2022-04-01,"Sensex , Nifty to open in red ; Airtel , ONGC , Ruchi Soya , IndiGo , Vedanta , SpiceJet shares eyed"
2022-04-01,"Stock market indices open flat amid weak global cues ; Sensex down , Nifty above 17 , 450"
2022-04-01,"Stock Market India : Sensex Slips Nearly 100 Points , Nifty Trades Below 17 , 450"
2022-04-01,Mumbai stock market ; Sensex code increases 113 points || மும்பை பங்கு சந்தை ; சென்செக்ஸ் குறியீடு 113 புள்ளிகள் உயர்வு
2022-04-01,"Sensex , Nifty has rallied over 18 % in FY22 ; these risks may cap upside in FY23"
2022-04-01,"Market LIVE Updates : Indices trade flat amid volatility ; metal , power , oil & gas stocks gain | सेंसेक्स 300 अंक उछला , निफ्टी 17500 के पार ; BHEL और NTPC के शेयर टॉप गेनर्स"
2022-04-01,"Equity indices open in green , Sensex up by 113 points"
2022-04-04,"Remit ? Indian rupee gains will be limited this week on a stable US dollar , high oil prices"
2022-04-04,"bond market | RBL Bank : Bond market has already priced in lot of inflation , rate hikes , says RBL Bank Anand Bagri"
2022-04-04,Ring - fencing From Ukraine Shock !
2022-04-04,India sought probe into ex - RBI gov Rajan for helping  white man  | Business and Economy News
2022-04-05,"Rupee Gains For The Third Straight Session , Tracking Capital Inflows"
2022-04-06,A Financial Mega - Merger That All in the Family - The Washington Post
2022-04-06,hdfc - hdfc bank merger : HDFC Bank move : A financial mega - merger that all in the family
2022-04-06,HDFC giant merger is a joint - family deal made for a changing India
2022-04-06,Opinion : A Mega - Merger That Makes Sense For Both HDFC And HDFC Bank
2022-04-06,"Markets take pounding as Sensex plunges below 60k amid steep fall in banking , IT stocks"
2022-04-06,RBI monetary policy conundrum - The Hindu BusinessLine
2022-04-07,RBI likely to revise inflation outlook as it extends rate pause : Economists
2022-04-07,"Market slides for 3rd session ; Nifty ends below 17 , 650 ; RBI policy in focus"
2022-04-07,arvind panagariya : Time for RBI to depreciate the rupee a little bit : Arvind Panagariya
2022-04-08,Nifty today : SGX Nifty up 10 points ; here what changed for market while you were sleeping
2022-04-08,Rupee surges 23 paise to 75 . 80 against US dollar post - RBI policy decision
2022-04-08,Rupee surges 23 paise to 75 . 80 against US dollar post RBI policy decision
2022-04-08,RBI signals the end of policy accommodation - The Hindu BusinessLine
2022-04-08,India cbank holds rates but starts to rein in loose policy as inflation risks rise
2022-04-08,CBDCs Could Replace Cash Transactions To Some Extent In India : RBI
2022-04-08,"India Reserve bank holds rates , starts to rein in loose policy"
2022-04-08,Rupee up 10 paise to 75 . 93 vs dollar amid RBI status quo on rates
2022-04-08,Rupee surges 23 paise against US dollar post RBI policy decision
2022-04-08,Rupee surges 13 paise to 75 . 90 against USD amid RBI maintaining status quo
2022-04-08,Rupee surges 13 paise to 75 . 90 against US dollar amid RBI maintaining status quo
2022-04-08,"Sensex rises over 400 points , Nifty up at 17 , 784"
2022-04-08,Indian shares inch up as RBI keeps rates steady to support growth
2022-04-08,"Post RBI policy decision , Indian rupee surges 23 paise to 75 . 80 against US dollar | Economy News"
2022-04-08,"Highlights : RBI remain key rates unchanged , lowers GDP growth from 7 . 8 % to 7 . 2 %"
2022-04-08,Rupee : Rupee surges 23 paise to 75 . 80 against US dollar post RBI policy decision
2022-04-08,"Shaktikanta Das turns hawkish , prepares market for a rate hike in the near future"
2022-04-08,"Stock Market Live Updates : Sensex , Nifty trade lower amid volatility as RBI keeps repo rate unchanged ; metal stocks gain"
2022-04-08,Indices at day high
2022-04-09,Rupee surges 23 paise to 75 . 80 against U . S . dollar post RBI policy decision
2022-04-09,India cbank holds rates but starts to rein in loose policy as inflation risks rise By Reuters
2022-04-09,Where is the rupee headed ? - The Hindu BusinessLine
2022-04-11,Eight RBI regulated markets to open an hour earlier - The Hindu BusinessLine
2022-04-11,RBI regulated markets to start trading at 9 am from Apr 18
2022-04-11,RBI increases trading time ; share market to begin at 9 am from April 18
2022-04-11,Bank of Baroda raises MCLR by 5 basis points - The Hindu BusinessLine
2022-04-11,USD / INR : Indian rupee to depreciate during 2022 – Wells Fargo
2022-04-11,RBI Controlled Market Trading Returns To 9 AM Slot From April 18
2022-04-11,RBI regulated markets : RBI regulated markets to start trading at 9 am from Apr 18
2022-04-12,Rupee Falls For The Second Straight Session As Dollar Reigns Supreme
2022-04-12,Bond yields continue to harden ; rupee goes past 76 to a dollar
2022-04-12,Has the Indian rupee become more stable now ?
2022-04-13,March CPI inflation at 6 . 9 % may trigger rate hike cycle from June : Analysts
2022-04-15,"Inflation fuel food prices costs - Cover Story News - Issue Date : Apr 25 , 2022"
2022-04-15,Expertspeak : Headwinds to economic growth
2022-04-15,"ETMarkets Smart Take : ETMarkets Smart Take : Book profits in high beta and midcap stocks ; Nifty may hit fresh highs in 2022 : Mitul Shah , Reliance Securities"
